State,City,Header,Description,Link
California,Los Angeles,600 West 7th Street (LAX10),Digital Realty600 West 7th Street90017 Los Angeles,/usa/california/los-angeles/600-west-7th-street/
California,Los Angeles,2260 E El Segundo Blvd (LAX12),Digital Realty2260 East El Segundo Boulevard90245 El Segundo,/usa/california/los-angeles/2260-e-el-segundo/
California,Los Angeles,Centersquare Irvine,Centersquare2681 Kelvin Ave92614 Irvine,/usa/california/los-angeles/evoque-lax2/
California,Los Angeles,Hivelocity - Los Angeles 2,Hivelocity600 W. 7th St90017 Los Angeles,/usa/california/los-angeles/la2/
California,Los Angeles,Hivelocity - Los Angeles 1,Hivelocity624 S Grand Ave90017 Los Angeles,/usa/california/los-angeles/rackalley-la1/
California,Los Angeles,West 7 Center,Rising Realty Partners1200 West 7th Street90017 Los Angeles,/usa/california/los-angeles/the-garland-building/
California,Los Angeles,One Wilshire,GI Property Management624 South Grand Avenue90017 Los Angeles,/usa/california/los-angeles/one-wilshire-building/
California,Los Angeles,Colocation America LADC3,Colocation America600 W. 7th St90017 Los Angeles,/usa/california/los-angeles/colocation-america-600w-7th/
California,Los Angeles,Equinix LA2,Equinix818 W 7th Street90017 Los Angeles,/usa/california/los-angeles/equinix-los-angeles2/
California,Los Angeles,Evocative LAX14,Evocative Data Centers3690 Redondo Beach Avenue90278 Redondo Beach,/usa/california/los-angeles/internap-los-angeles/
California,Los Angeles,Colocation America LADC4,Colocation America530 W. 6th St90017 Los Angeles,/usa/california/los-angeles/colocation-america-telecom-center/
California,Los Angeles,TELEHOUSE Los Angeles Center,Telehouse America626 Wilshire Boulevard90017 Los Angeles,/usa/california/los-angeles/telehouse-los-angeles/
California,Los Angeles,Evocative LAX2,Evocative Data Centers600 W 7th Street90017 Los Angeles,/usa/california/los-angeles/la2-los-angles-evocative-dc/
California,Los Angeles,Colocation America LADC2,Colocation America707 Wilshire Blvd90017 Los Angeles,/usa/california/los-angeles/colocation-america-aon-center/
California,Los Angeles,Colocation America LADC5,Colocation America650 S. Grand Ave90017 Los Angeles,/usa/california/los-angeles/colocation-america-quinby/
California,Los Angeles,CoreSite One Wilshire (LA1),CoreSite624 South Grand Avenue90017 Los Angeles,/usa/california/los-angeles/one-wilshire/
California,Los Angeles,Crown Castle LA1,CROWN CASTLE624 S Grand Ave90017 Los Angeles,/usa/california/los-angeles/ix2-networks/
California,Los Angeles,Serverfarm LAX1,Serverfarm444 North Nash Street90245 El Segundo,/usa/california/los-angeles/t5-el-segundo/
California,Los Angeles,Prime Los Angeles,Prime Data Centers4701 S Santa Fe Ave90058 Vernon,/usa/california/los-angeles/prime-los-angeles/
California,Los Angeles,CoreSite Los Angeles (LA2),CoreSite900 North Alameda90017 Los Angeles,/usa/california/los-angeles/wilshire-annex/
California,Los Angeles,Centersquare - Los Angeles LAX2,Centersquare3015 Winona Avenue91504 Burbank,/usa/california/los-angeles/cyxtera-lax2a/
California,Los Angeles,Centersquare - Los Angeles LAX1,Centersquare200 N. Nash St90245 El Segundo,/usa/california/los-angeles/cyxtera-lax1a/
California,Los Angeles,Crown Castle LA2,CROWN CASTLE609 W 7th St90017 Los Angeles,/usa/california/los-angeles/ix2-networks-530-w-6th/
California,Los Angeles,Xfernet Data Center,Xfernet3250 Wilshire Blvd90010 Koreatown,/usa/california/los-angeles/xfernet-data-center/
California,Los Angeles,DataBank LAX1 - LA One Wilshire,DataBank624 South Grand Avenue90017 Los Angeles,/usa/california/los-angeles/databank-lax1/
California,Los Angeles,365 Data Centers - Los Angeles 1,365 Data Centers600 W 7th St.90017 Los Angeles,/usa/california/los-angeles/inforelay-lax1/
California,Los Angeles,CoreSite Los Angeles (LA3),CoreSite260 Bauchet St.90012 Los Angeles,/usa/california/los-angeles/coresite-los-angeles-la3/
California,Los Angeles,Colocation America LADC1,Colocation America624 South Grand Avenue90017 Los Angeles,/usa/california/los-angeles/colocation-america-ladc1/
California,Los Angeles,"CalPOP.com, Inc.",Calpop.com600 W 7th Street90017 Los Angeles,/usa/california/los-angeles/calpopcom-inc/
California,Los Angeles,Equinix LA7,Equinix1501 Francisco Street90501 Torrance,/usa/california/los-angeles/equinix-la7/
California,Los Angeles,Crown Castle LA3,CROWN CASTLE530 W 6th St90017 Los Angeles,/usa/california/los-angeles/wilcon/
California,Los Angeles,Key Info (Agoura Ct),Key Information Systems30077 Agoura Ct91301 Agoura Hills,/usa/california/los-angeles/is-west-agoura-ct/
California,Los Angeles,365 Data Centers - Los Angeles 3,365 Data Centers900 N. Alameda St90012 Los Angeles,/usa/california/los-angeles/inforelay-lax3/
California,Los Angeles,Equinix LA3,Equinix1920 E Maple Ave90245 El Segundo,/usa/california/los-angeles/equinix-la3/
California,Los Angeles,365 Data Centers - Los Angeles 2,365 Data Centers624 South Grand Ave90017 Los Angeles,/usa/california/los-angeles/inforelay-lax2/
California,Los Angeles,Lumen Los Angeles,Lumen818 W. 7th Street90017 Los Angeles,/usa/california/los-angeles/level-3-los-angeles/
California,Los Angeles,Equinix LA1,Equinix600 West 7th Street90017 Los Angeles,/usa/california/los-angeles/switch-data-los-angeles/
California,Los Angeles,Marina Towers,"DigiLink, Inc.4676 Admiralty Way90292 Marina Del Rey",/usa/california/los-angeles/mdr1/
California,Los Angeles,QuadraNet Los Angeles,QuadraNet.com530 W. 6th St.90014 Los Angeles,/usa/california/los-angeles/quadranet-los-angeles/
California,Los Angeles,Psychz LA Suite 100 & 200,Psychz Networks700 Wilshire Blvd90017 Los Angeles,/usa/california/los-angeles/psla-data-center/
California,Los Angeles,Aptum Los Angeles,Aptum360 E 2nd Street90017 Los Angeles,/usa/california/los-angeles/peer-1-los-angeles/
California,Los Angeles,Downtown Colo Corporation,Downtown Colo Corporation650 South Grand Avenue90017 Los Angeles,/usa/california/los-angeles/downtown-colo-corporation/
California,Los Angeles,Black Lotus LA2,"Black Lotus Communications900 N. Alameda Ave, #13990012 Los Angeles",/usa/california/los-angeles/black-lotus-la2/
California,Los Angeles,Lumen Los Angeles 4,Lumen600 Wilshire Blvd90017 Los Angeles,/usa/california/los-angeles/level3-los-angeles4/
California,Los Angeles,Cogent Los Angeles,"Cogent Communications, Inc.530 W 6th St90017 Los Angeles",/usa/california/los-angeles/cogent-los-angeles/
California,Los Angeles,Cogent Pasadena,"Cogent Communications, Inc.2947  Bradley Street91107 Pasadena",/usa/california/los-angeles/cogent-pasadena/
California,Los Angeles,Carrier Center,ColoLocker600 west 7th St. #35090017 Los Angeles,/usa/california/los-angeles/cyberverse-lax01/
California,Los Angeles,DataBank - zColo - 707 Wilshire Blvd,DataBank707 Wilshire Blvd90017 Los Angeles,/usa/california/los-angeles/zcolo-707-wilshireblvd/
California,Los Angeles,PacificRack,"PacificRack, Inc609 W 7th St90017 Los Angeles",/usa/california/los-angeles/pacificrack/
California,Los Angeles,NetDC LAX6 Data Center,"Net Data Centers, Inc.600 West 7th Street90017 Los Angeles",/usa/california/los-angeles/net2ez-lax6/
California,Los Angeles,NetDC LAX4 Data Center,"Net Data Centers, Inc.2260 E El Segundo Blvd90245 El Segundo",/usa/california/los-angeles/net2ez-managed-data-centers/
California,Los Angeles,LAX Data Center,"Alchemy Communications, Inc.6171 West Century Blvd90045 Los Angeles",/usa/california/los-angeles/lax-datacenter/
California,Los Angeles,One Data Center America,One Data Center America3833 Ebony St91761 Ontario,/usa/california/los-angeles/datacenter-america/
California,Los Angeles,ColoCrossing LA1,ColoCrossing530 W. 6th Street90014 Los Angeles,/usa/california/los-angeles/colocrossing-la1/
California,Los Angeles,Long Beach Data Center,Long Beach Data Center3910 E 7th St.90804 Long Beach,/usa/california/los-angeles/long-beach-data-center/
California,Los Angeles,China Telecom One Wilshire,China Telecom Americas624 S Grand Ave90017 Los Angeles,/usa/california/los-angeles/one-wilshire3/
California,Los Angeles,Xgridcolo,"Xgridcolo650 S Grand Ave,90017 Los Angeles",/usa/california/los-angeles/xgridcolo1/
California,Los Angeles,Cogent La Mirada,"Cogent Communications, Inc.16680 Valley View Avenue90638 La Mirada",/usa/california/los-angeles/cogent-la-mirada/
California,Los Angeles,NocRoom Los Angeles Colocation,NocRoom Miami Colocation VPS530 W 6th Street Penthouse90014 Los Angeles,/usa/california/los-angeles/nocroom-los-angeles-colocation/
California,Los Angeles,611 Wilshire,Xyvest Holdings611 Wilshire Blvd90017 Los Angeles,/usa/california/los-angeles/611-wilshire/
California,Los Angeles,ServerExperte Los Angles,ServerExperte530 West 6th Street90017 Los Angles,/usa/california/los-angeles/serverexperte-la/
California,Los Angeles,MULTACOM,MULTACOM707 Wilshire Blvd.90017 Los Angeles,/usa/california/los-angeles/multacom/
California,Los Angeles,Vernon Data Center,"Downtown Properties Holdings, LLC5001 S. Soto Street90058 Vernon",/usa/california/los-angeles/vernon-data-center/
California,Los Angeles,Telecom Center LA,Grubb & Ellis Company530 West 6th Street90017 Los Angeles,/usa/california/los-angeles/telecom-center-la/
California,Los Angeles,ColoLocker,ColoLocker600 W. 7th St. #35090017 Los Angeles,/usa/california/los-angeles/cololocker/
California,Los Angeles,IHNetworks Datacenter (SFV1),"IHNetworks, LLC20339 Nordhoff Street91311 Chatsworth",/usa/california/los-angeles/ihnetworks-datacenter/
California,Los Angeles,818 West 7th Street,"Downtown Properties Holdings, LLC818 West 7th Street90017 Los Angeles",/usa/california/los-angeles/818-west-7th-street/
California,Los Angeles,Hostrunway Data Center,Hostrunway900 N Alameda St #20090012 Naud Junction,/usa/california/los-angeles/hostrunway-naud/
California,Los Angeles,USColo,U.S. COLO LLC.650 South Grand Avenue90017 Los Angeles,/usa/california/los-angeles/uscolo/
California,Los Angeles,Multipoint,Multipoint International Inc.530 West 6th Street90017 Los Angeles,/usa/california/los-angeles/multipoint/
California,Los Angeles,OC3 Networks,"OC3 Networks & Web Solutions, LLC530 West 6th Street90017 Los Angeles",/usa/california/los-angeles/oc3-networks/
California,Los Angeles,XO Los Angeles,XO Communications600 West 7th Street90017 Los Angeles,/usa/california/los-angeles/xo-los-angeles/
California,Los Angeles,Quinby Building,Quinby Building650 South Grand Avenue90017 Los Angeles,/usa/california/los-angeles/quinby-building/
California,Los Angeles,Aon Center,Unknown Company707 Wilshire Boulevard90017 Los Angeles,/usa/california/los-angeles/aon-center-la/
California,Los Angeles,Vertex SSX,Vertex SSX Corporation615 S. Grand Avenue90017 Los Angeles,/usa/california/los-angeles/vertex-ssx/
California,Los Angeles,Digital Hub,Digital Hub USA LLC650 South Grand Avenue90017 Los Angeles,/usa/california/los-angeles/digital-hub/
California,Los Angeles,Downtown Colo Corporation,Downtown Colo Corporation624 South Grand Avenue90017 Los Angeles,/usa/california/los-angeles/downtown-colo-624/
California,Los Angeles,Downtown Data Center,"Alchemy Communications, Inc.1200 West 7th Street90017 Los Angeles",/usa/california/los-angeles/downtown-data-center/
California,Los Angeles,WebNX LAX,WebNX Internet Services530 West 6th Street90017 Los Angeles,/usa/california/los-angeles/webnx-lax/
California,San Jose,150 South First St (SJC12),Digital Realty150 South First Street95113 San Jose,/usa/california/san-jose/150-south-first-street/
California,San Jose,2334 Lundy Place (SJC26),Digital Realty2334 Lundy Place95131 San Jose,/usa/california/san-jose/2334-lundy-place/
California,San Jose,Equinix SV1,Equinix11 Great Oaks Boulevard95119 San Jose,/usa/california/san-jose/equinix-san-jose1/
California,San Jose,Equinix SV3,Equinix1735 Lundy Ave95131 San Jose,/usa/california/san-jose/equinix-san-jose2/
California,San Jose,Element Critical Silicon Valley,Element Critical1360 Kifer Rd94086 Sunnyvale,/usa/california/san-jose/centralcolo/
California,San Jose,Prime San Jose,Prime Data Centers6580 Via del Oro95119 San Jose,/usa/california/san-jose/prime-san-jose/
California,San Jose,Evocative OAK1,Evocative Data Centers1400 65th Stret94608 Emeryville,/usa/california/san-jose/em1-emeryville-data-center/
California,San Jose,CoreSite San Jose (SV1),CoreSite55 South Market Street95113 San Jose,/usa/california/san-jose/market-post-tower/
California,San Jose,Rackspace San Jose,Rackspace Hosting150 South 1st St95113 San Jose,/usa/california/san-jose/data-pipe-san-jose/
California,San Jose,Equinix SV11,Equinix5 Great Oaks Boulevard95119 San Jose,/usa/california/san-jose/equinix-sv11/
California,San Jose,QTS Santa Clara I & II,QTS Data Centers2805/2807 Mission College Blvd95054 Santa Clara,/usa/california/san-jose/quality-santa-clara-1/
California,San Jose,Equinix SV10,Equinix7 Great Oaks Boulevard95119 San Jose,/usa/california/san-jose/equinix-sv10/
California,San Jose,CoreSite Santa Clara (SV2),CoreSite1656 McCarthy Blvd.95035 Milpitas,/usa/california/san-jose/valley-exchange/
California,San Jose,STACK Infrastructure SVY01B,STACK INFRASTRUCTURE2001 Fortune Drive95131 San Jose,/usa/california/san-jose/stack-infrastructure-svy01b/
California,San Jose,Evocative SJC7,Evocative Data Centers534 Stockton Ave95126 San Jose,/usa/california/san-jose/sv7-san-jose-evocative-data-center/
California,San Jose,STACK Infrastructure SVY01A,STACK INFRASTRUCTURE2001 Fortune Drive95131 San Jose,/usa/california/san-jose/fortune/
California,San Jose,H5 Data Centers San Jose,H5 Data Centers2030 Fortune Dr95131 San Jose,/usa/california/san-jose/h5-san-jose/
California,San Jose,Equinix SV5,Equinix9 Great Oaks Boulevard95119 San Jose,/usa/california/san-jose/equinix-sv5/
California,San Jose,Lumen San Jose 1,Lumen1741 Technology Drive95110 San Jose,/usa/california/san-jose/level3-san-jose1/
California,San Jose,SVTIX,Silicon Valley Telecom & Internet Exchange250 Stockton Ave95126 San Jose,/usa/california/san-jose/svtix/
California,San Jose,Plug and Play Tech Center,Plug and Play Tech Center440 N Wolfe Road94085 Sunnyvale,/usa/california/san-jose/plug-and-play-tech-center/
California,San Jose,EarthLink - San Jose Data Center,EarthLink11 Great Oaks Blvd95119 San Jose,/usa/california/san-jose/earthlink-san-jose/
California,San Jose,ColoCrossing SJ1,ColoCrossing55 S. Market Street95113 San Jose,/usa/california/san-jose/colocrossing-sj1/
California,San Jose,Lumen San Jose,Lumen1380 Kifer Road98108 Sunnyvale,/usa/california/san-jose/level3-san-jose/
California,San Jose,KDweb San Jose,KD-Web50 W San Fernando95122 San Jose,/usa/california/san-jose/kdweb-san-jose/
California,San Jose,Qwest Sunnyvale 2,Qwest Communications International Inc.1400 Kifer Road98108 Sunnyvale,/usa/california/san-jose/qwest-sunnyvale-2/
California,San Jose,SVCOLO Sunnyvale,"Silicon Valley Colocation, Inc.1111 Karlstad94089 Sunnyvale",/usa/california/san-jose/svcolo-sunnyvale/
California,San Jose,QTS San Jose,QTS Data Centers9 Great Oaks Boulevard95119 San Jose,/usa/california/san-jose/qts-san-jose/
California,San Jose,NaviSIte San Jose,"NaviSite, Inc.2720 Zanker Road95134 San Jose",/usa/california/san-jose/navisite-san-jose/
California,San Francisco,365 Main Street (SFO12),Digital Realty365 Main Street94105 San Francisco,/usa/california/san-francisco/365-main-st/
California,San Francisco,200 Paul Avenue (SFO10),Digital Realty200 Paul Avenue94124 San Francisco,/usa/california/san-francisco/200-paul-avenue/
California,San Francisco,Colocation America SFDC1,Colocation America200 Paul Ave94124 San Francisco,/usa/california/san-francisco/colocation-america-200-paul/
California,San Francisco,Data Center 360 Spear Street,Fastmetrics LLC360 Spear Street94105 San Francisco,/usa/california/san-francisco/fastmetrics-360-spear/
California,San Francisco,Centersquare - Silicon Valley SFO3-A,Centersquare1400 Kifer Rd94086 Sunnyvale,/usa/california/san-francisco/cyxtera-sfo3a/
California,San Francisco,Data Center 365 Main Street,Fastmetrics LLC365 Main Street94105 San Francisco,/usa/california/san-francisco/fastmetrics-365-main/
California,San Francisco,Fortress Data Centers,Fortress Data Centers274 Brannan Street94107 San Francisco,/usa/california/san-francisco/fortress-data-centers/
California,San Francisco,Centersquare - Silicon Valley SFO3-B,Centersquare1320 Kifer Rd94086 Sunnyvale,/usa/california/san-francisco/cyxtera-sfo3b/
California,San Francisco,Lumen San Francisco 1,Lumen185 Berry Street94107 San Francisco,/usa/california/san-francisco/level3-san-francisco/
California,San Francisco,Lumen San Francisco 3,Lumen200 Paul Avenue94124 San Francisco,/usa/california/san-francisco/level3-san-francisco3/
California,San Francisco,Ns3i,"Ns3i3001 Coronado Dr, Santa Clara, CA95054 Santa Clara",/usa/california/san-francisco/ns3i/
California,San Francisco,Virtustream SF,Virtustream650 Townsend St.94013 San Francisco,/usa/california/san-francisco/virtustream-sf/
California,San Francisco,JMA Wired,"JMA Ventures, LLC360 Spear St94105 San Francisco",/usa/california/san-francisco/jma-wired/
California,San Francisco,tw telecom San Francisco,tw telecom501 2nd St94107 San Francisco,/usa/california/san-francisco/twtc-san-francisco/
California,San Francisco,XO San Francisco,XO Communications200 Paul Avenue 1-494110 San Francisco,/usa/california/san-francisco/xo-san-francisco/
California,San Francisco,ColoServe 360 Spear,"ServePath, LLC360 Spear St94105 San Francisco",/usa/california/san-francisco/coloserve-360-spear/
California,San Francisco,XO San Francisco #2,XO Communications651 Brannon St.94107 San Francisco,/usa/california/san-francisco/xo-san-francisco2/
California,San Francisco,HOSTING - San Francisco,HOSTING630 Third Street94107 San Francisco,/usa/california/san-francisco/hosting-san-francisco/
California,San Francisco,tw telecom Walnut Creek,tw telecom1340 Treat Blvd94597 Walnut Creek,/usa/california/san-francisco/twtc-walnut-creek/
California,Palo Alto,Equinix SV8,Equinix529 Bryant St94301 Palo Alto,/usa/california/palo-alto/switchdata-palo-alto/
California,Palo Alto,AT&T 3175 Spring,AT&T Inc.3175 Spring Street94063 Redwood City,/usa/california/palo-alto/att-3175-spring/
California,San Diego,MDC San Diego - SDG1,MDC Data Centers7014 Manya Cir92154 San Diego,/usa/california/san-diego/mdc-san-diego/
California,San Diego,EdgeConneX San Diego - EDCSDG01,EdgeConneX5761 Copley Drive92111 San Diego,/usa/california/san-diego/edcsdg01/
California,San Diego,DataBank SAN1 - San Diego World Trade,DataBank12270 World Trade Drive92128 San Diego,/usa/california/san-diego/castle-access/
California,San Diego,LightEdge - San Diego I,LightEdge9305 Lightwave Ave92123 San Diego,/usa/california/san-diego/american-internet-services-ais/
California,San Diego,LightEdge - San Diego II,LightEdge9725 Scranton Road92121 San Diego,/usa/california/san-diego/american-internet-services-sdtc/
California,San Diego,Lumen San Diego 1,Lumen8929 Aero Drive92123 San Diego,/usa/california/san-diego/level3-san-diego/
California,San Diego,CARI.net,CARI.net8929 Complex Drive92123 Kearney Mesa,/usa/california/san-diego/carinet/
California,San Diego,Lumen San Diego 2,Lumen8923 Complex Drive92123 San Diego,/usa/california/san-diego/level3-san-diego2/
California,San Diego,DataBank SAN2 - San Diego Aero Drive,DataBank9606 Aero Drive92123 San Diego,/usa/california/san-diego/castle-access-aero-drive/
California,San Diego,Cogent San Diego 1,"Cogent Communications, Inc.525 B Street92101 San Diego",/usa/california/san-diego/cogent-san-diego/
California,San Diego,ScaleMatrix,ScaleMatrix5775 Kearny Villa Rd92123 San Diego,/usa/california/san-diego/scalematrix/
California,San Diego,SimpleNet Colo,"SimpleNet, Inc.225 Broadway92101 San Diego",/usa/california/san-diego/simplenet-colo/
California,San Diego,Cogent San Diego 2,"Cogent Communications, Inc.9530 Towne Centre Drive92121 San Diego",/usa/california/san-diego/cogent-san-diego2/
California,San Diego,tw telecom San Diego,tw telecom7888 Ostrow Street92111 San Diego,/usa/california/san-diego/twt-san-diego/
California,Fremont,T5 Data Centers - T5@Silicon Valley,T5 Data Centers39800 Eureka Dr94560 Newark,/usa/california/fremont/t5-data-centers-t5silicon-valley/
California,Fremont,Hurricane Fremont 2,Hurricane Electric48233 Warm Springs Blvd94539 Fremont,/usa/california/fremont/he-freemont2/
California,Fremont,Hurricane Fremont 1,Hurricane Electric760 Mission Ct94539 Fremont,/usa/california/fremont/he-freemont1/
California,Santa Clara,1100 Space Park Dr (SJC10),Digital Realty1100 Space Park Drive95054 Santa Clara,/usa/california/santa-clara/1100-space-park-drive/
California,Santa Clara,2820 Northwestern Pkwy (SJC34),Digital Realty2820 Northwestern Pkwy95051 Santa Clara,/usa/california/santa-clara/telx-scl2/
California,Santa Clara,3105 Alfred Rd (SJC30),Digital Realty3105 Alfred Road95054 Santa Clara,/usa/california/santa-clara/3105-alfred-rd/
California,Santa Clara,1500 Space Park Dr (SJC14),Digital Realty1500 Space Park Dr95054 Santa Clara,/usa/california/santa-clara/1550-space-park/
California,Santa Clara,3205 Alfred St (SJC35),Digital Realty3205 Alfred Street95054 Santa Clara,/usa/california/santa-clara/3115-alfred-rd/
California,Santa Clara,1525 Comstock St (SJC16),Digital Realty1525 Comstock Street95054 Santa Clara,/usa/california/santa-clara/1525-comstock-street/
California,Santa Clara,Cologix SV1,Cologix2050 Martin Ave.95050 Santa Clara,/usa/california/santa-clara/cologix-sv1/
California,Santa Clara,2805 Lafayette St (SJC31),Digital Realty2805 Lafayette Street95050 Santa Clara,/usa/california/santa-clara/2805-lafayette/
California,Santa Clara,1725 Comstock St (SJC29),Digital Realty1725 Comstock Street95054 Santa Clara,/usa/california/santa-clara/1725-comstock-street/
California,Santa Clara,1201 Comstock St (SJC15),Digital Realty1201 Comstock Street95054 Santa Clara,/usa/california/santa-clara/1201-comstock-street/
California,Santa Clara,2220 De La Cruz Blvd (SJC1),Digital Realty2220 De La Cruz Boulevard95050 Santa Clara,/usa/california/santa-clara/2220-de-la-cruz-boulevard/
California,Santa Clara,3011 Lafayette St (SJC11),Digital Realty3011 Lafayette Street95054 Santa Clara,/usa/california/santa-clara/3011-lafayette-street/
California,Santa Clara,641 Walsh Ave (SJC37),Digital Realty641 Walsh Ave95054 Santa Clara,/usa/california/santa-clara/641-walsh/
California,Santa Clara,2401 Walsh St (SJC18),Digital Realty2401 Walsh Street95051 Santa Clara,/usa/california/santa-clara/2401-walsh-street/
California,Santa Clara,2403 Walsh St (SJC19),Digital Realty2403 Walsh Street95051 Santa Clara,/usa/california/santa-clara/2403-walsh-street/
California,Santa Clara,2045 & 2055 LaFayette St (SJC17),Digital Realty2045 & 2055 LaFayette Street95050 Santa Clara,/usa/california/santa-clara/2045-2055-lafayette-street/
California,Santa Clara,NTT Silicon Valley SV1,NTT Global Data Centers1160 Walsh Avenue95050 Santa Clara,/usa/california/santa-clara/ntt-silicon-valley-sv1/
California,Santa Clara,EdgeConneX Santa Clara-EDCSVC02,EdgeConneX1700 Richard Avenue95050 Santa Clara,/usa/california/santa-clara/svcolo-santa-clara/
California,Santa Clara,CyrusOne SCV1 - Santa Clara,CyrusOne Data Centers2600 De La Cruz Blvd.95050 Santa Clara,/usa/california/santa-clara/cyrusone-scv1/
California,Santa Clara,Evocative SJC11,Evocative Data Centers2151 Mission College Blvd95054 Santa Clara,/usa/california/santa-clara/internap-santa-clara/
California,Santa Clara,Equinix SV2,Equinix1350 Duane Ave95054 Santa Clara,/usa/california/santa-clara/equinix-santa-clara/
California,Santa Clara,Equinix SV4,Equinix255 Caspian Drive94089 Sunnyvale,/usa/california/santa-clara/equinix-sunnyvale/
California,Santa Clara,Deft Silicon Valley,Deft2820 Northwestern Pkwy95051 Santa Clara,/usa/california/santa-clara/deft-silicon-valley/
California,Santa Clara,STACK Infrastructure SVY02A,STACK INFRASTRUCTURE1200 Memorex Dr95050 Santa Clara,/usa/california/santa-clara/stack-infrastructure-svy02a/
California,Santa Clara,DataBank SFO1 - Silicon Valley,DataBank5101 Lafayette Street95054 Santa Clara,/usa/california/santa-clara/databank-sfo1/
California,Santa Clara,Centersquare - Silicon Valley SFO2-A,Centersquare4700 Old Ironsides Dr95054 Santa Clara,/usa/california/santa-clara/cyxtera-sfo2a/
California,Santa Clara,Centersquare - Silicon Valley SFO1-A,Centersquare2401 Walsh Ave.95051 Santa Clara,/usa/california/santa-clara/cyxtera-sfo1a/
California,Santa Clara,Prime Santa Clara 1,Prime Data Centers1111 Comstock St95054 Santa Clara,/usa/california/santa-clara/prime-santa-clara-1/
California,Santa Clara,CoreSite Santa Clara (SV3),CoreSite2901 Coronado Drive95054 Santa Clara,/usa/california/santa-clara/coresite-sv3/
California,Santa Clara,EdgeCore Silicon Valley Campus,EdgeCore2201 Laurelwood Rd95054 Santa Clara,/usa/california/santa-clara/silicon-valley-campus/
California,Santa Clara,CoreSite Silicon Valley (SV9),CoreSite2905 Stender Way95054 Santa Clara,/usa/california/santa-clara/coresite-silicon-valley-sv9/
California,Santa Clara,Prime Santa Clara 3,Prime Data Centers2215 Martin Ave95050 Santa Clara,/usa/california/santa-clara/prime-santa-clara-3/
California,Santa Clara,Prime Santa Clara 2,Prime Data Centers1231 Comstock St95054 Santa Clara,/usa/california/santa-clara/prime-santa-clara-2/
California,Santa Clara,Evocative SJC3,Evocative Data Centers3080 Raymond Street95054 Santa Clara,/usa/california/santa-clara/wave-hosting/
California,Santa Clara,Evocative SJC14,Evocative Data Centers1525 Comstock Street95054 Santa Clara,/usa/california/santa-clara/evocative-sjc14/
California,Santa Clara,CoreSite Santa Clara (SV8),CoreSite3035 Stender Way95054 Santa Clara,/usa/california/santa-clara/coresite-santa-clara-sv8/
California,Santa Clara,Equinix SV17,Equinix3030 Corvin Drive95051 Santa Clara,/usa/california/santa-clara/equinix-sv17/
California,Santa Clara,Centersquare - Silicon Valley SFO2-B,Centersquare4650 Old Ironsides Dr95054 Santa Clara,/usa/california/santa-clara/cyxtera-sfo2b/
California,Santa Clara,Centersquare - Silicon Valley SFO1-B,Centersquare2403 Walsh Ave.95051 Santa Clara,/usa/california/santa-clara/cyxtera-sfo1b/
California,Santa Clara,CoreSite Santa Clara (SV4),CoreSite2972 Stender Way95054 Santa Clara,/usa/california/santa-clara/coresite-sv4/
California,Santa Clara,Equinix SV6,Equinix444 Toyama Drive94089 Sunnyvale,/usa/california/santa-clara/switchdata-sunnyvale/
California,Santa Clara,CoreSite Santa Clara (SV7),CoreSite3020 Coronado Drive95054 Santa Clara,/usa/california/santa-clara/coresite-santa-clara-sv7/
California,Santa Clara,Equinix SV16,Equinix3000 Corvin Drive95051 Santa Clara,/usa/california/santa-clara/equinix-sv16/
California,Santa Clara,Equinix SV15,Equinix2970 Corvin Drive95051 Santa Clara,/usa/california/santa-clara/equinix-sv15/
California,Santa Clara,Equinix SV14,Equinix2960 Corvin Drive95051 Santa Clara,/usa/california/santa-clara/equinix-sv14/
California,Santa Clara,OpenColo - SC1,OpenColo3223 Kenneth Street95054 Santa Clara,/usa/california/santa-clara/sc1/
California,Santa Clara,Equinix NAP West,Equinix3030 Corvin Dr95051 Santa Clara,/usa/california/santa-clara/nap-west/
California,Santa Clara,Colovore,Colovore1101 Space Park Dr95054 Santa Clara,/usa/california/santa-clara/colovore/
California,Santa Clara,Lumen Santa Clara 1,Lumen3045 Raymond Street95054 Santa Clara,/usa/california/santa-clara/level3-santa-clara1/
California,Santa Clara,SoftLayer - SJC01,SoftLayer3105 Alfred St95054 Santa Clara,/usa/california/santa-clara/softlayer-sjc011/
California,Santa Clara,Tata Communications Santa Clara,Tata Communications1100 Space Park95054 Santa Clara,/usa/california/santa-clara/tata-santa-clara/
California,Irvine,DataBank SNA1 - Irvine,DataBank17222 Von Karman Avenue92614 Irvine,/usa/california/irvine/latisys-irvine/
California,Irvine,DataBank SNA2 - Irvine,DataBank17400 Von Karman Avenue92614 Irvine,/usa/california/irvine/databank-sna2/
California,Irvine,Centersquare - Los Angeles LAX3,Centersquare17836 Gillette Ave.92614 Irvine,/usa/california/irvine/cyxtera-lax3/
California,Irvine,Millennium Systems Inc,Millennium Systems580 Wald92618 Irvine,/usa/california/irvine/millennium-systems/
California,Irvine,Aecero,Aecerowithin 1 block from the 5 & 91 freeways92801 Anaheim,/usa/california/irvine/streaming-media-hosting/
California,Irvine,SMS Datacenter,SMS Datacenter2525 Main Street92614 Irvine,/usa/california/irvine/grupo-sms/
California,Irvine,Lumen Anaheim 1,Lumen2461 W. La Palma Avenue92801 Anaheim,/usa/california/irvine/level3-anaheim1/
